	CHRF_R_02_056_35	CHRF_R_02_056_02	s01_016_31	PID_1316_01-038-03	PID_1316_02-115-31	s01_038_31	PID_1316_03-012-01	CHRF_01_056_02	PID_1316_03-038-01	PID_1316_03-016-01	CHRF_03_063_01	PID_1316_02-111-31	PID_1316_02-029-02	PID_1316_01-056-01	PID_1316_01-115-01	PID_1316_01-046-33	CHRF_02_061_02	PID_1316_01-111-33	PID_1316_R-02-070-35	PID_1316_R-02-070-02	A01_008_01	PID_1316_02-012-01	PID_1316_01-046-01	PID_1316_02-093-02	PID_1316_02-038-01	CHRF_02_063_01	s01_016_03	PID_1316_02-111-03	s01_023_35	PID_1316_02-070-35	PID_1316_03-038-03	PID_1316_03-016-03	PID_1316_02-111-33	PID_1316_01-012-01	A02_008_01	PID_1316_01-093-02	PID_1316_03-111-01	A01_007_35	PID_1316_01-111-03	PID_1316_03-115-01	PID_1316_01-070-35	PID_1316_01-070-02	PID_1316_02-038-03	PID_1316_02-016-03	PID_1316_01-061-01	PID_1316_01-115-31	CHRF_02_056_35	PID_1316_01-111-31	A01_008_03	PID_1316_01-056-31	PID_1316_03-061-03	PID_1316_02-111-01	A01_048_01	s01_038_01	PID_1316_02-115-01	s01_016_01	CHRF_02_056_01	PID_1316_01-061-02	PID_1316_D-01-111-01	PID_1316_01-115-32	CHRF_R_02_056_31	PID_1316_01-039-33	PID_1316_02-115-02	s01_038_35	PID_1316_01-034-31	PID_1316_02-111-02	s01_023_03	PID_1316_01-016-02	PID_1316_01-039-01	PID_1316_01-038-02	PID_1316_01-093-01	s01_023_31	PID_1316_01-012-02	s01_029_01	s01_029_36	PID_1316_03-063-03	PID_1316_01-070-01	PID_1316_01-063-01	CHRF_02_063_32	CHRF_02_063_02	CHRF_02_063_35	A01_007_31	PID_1316_02-093-01	PID_1316_01-063-31	PID_1316_02-038-02	s02_007_01	PID_1316_02-012-02	CHRF_R_03_056_01	CHRF_03_061_01	PID_1316_02-070-01	s01_023_01	PID_1316_01-012-32	PID_1316_01-039-31	PID_1316_01-093-31	s01_008_02	CHRF_01_063_32	s01_020_01	PID_1316_03-093-01	PID_1316_01-034-01	PID_1316_R-03-070-01	PID_1316_01-039-03	CHRF_02_061_01	PID_1316_03-070-01	PID_1316_01-063-03	PID_1316_01-115-02	PID_1316_01-111-02	PID_1316_02-029-36	PID_1316_02-029-01	PID_1316_01-056-35
Cluster 102|tet(L)_5_X08034|tetracycline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.06436609039157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 105|tet(42)_1_EU523697|tetracycline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.923699273091549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 106|tet(A)_1_AJ313332|tetracycline	256.58078053779946	551.2081472684866	1691.7649678149455	245.2945672887565	344.0699977315463	230.9841684477542	142.8402591239562	0.0	10506.389870165924	6.791696921226112	0.0	166.88208734958448	132.01631212508806	298.24805048247254	96.92213321418956	23140.76147333865	384.7433287271028	15212.291228675418	1713.8533738341466	4.475053594897363	122.0883121097261	0.7635242384083178	241.8697066194382	38.58185087518564	2009.7183707817167	0.0	6.520309341813396	8.762199982179325	125.86973681554369	0.0	2694.6339679651915	5.697415634036671	6155.716171825721	65.57355451593855	0	15058.66062672616	167.2043199026906	0.0	20.88786092425864	4264.706446177997	54.81736358688462	0.0	4318.397462847886	2243.0147373348354	92.36317373041186	20492.36643347672	2.907345495323565	22745.580194258786	227.47533942372365	1944.9296414704822	244.82696125614916	11608.606056818484	0	312.72409474131143	901.5467247863169	577.0477539331166	34.49198754175451	5.083591263829323	5535.027786708435	6952.760949292666	19.22768512856277	1719.189196852725	1857.5778078688288	47.58480624545486	2655.168602803513	142.56885009043094	0	186.59631405105077	143.61480574083436	105706.62454830125	573.3815300200704	0	0.0	51.10050389112176	0.0	2409.5103694143713	35.665445679137626	374.2822233743179	410.46739406136885	0.0	0.0	0	74102.26380413325	163.05806854028648	567.6490025678029	3040.911814726152	2956.0110950933013	632.4203889966984	3582.8908332553365	308.8179574382101	101633.91383468508	10164.997032610663	44.20289579271871	3363.4704795280986	1110.2189911891617	30.03911627099403	134.49865981512335	79.34740134414238	0.0	605.5843173873092	148.42658815038942	0.0	0.0	167.25169963449784	3.11131236462291	23379.54841597286	181.08624405908472	0.0	0.0
Cluster 108|tetA(P)_1_AB054980|tetracycline	90.04776763929962	9397.997552023986	646.3172524480343	80.59501689070066	0.0	5566.433293950819	0.0	0.0	20.90687442561847	0.0	0.0	190.41366225643236	0.0	192.86004677841865	0.0	5331.079278293144	134.38249630358547	3937.0953019995527	0.0	0.0	196.39733751828302	0.0	37.02977782910928	104.89104861888907	0.0	0.0	153.25717920849468	0.0	100.20298787273299	0.0	92.99726848423009	22.789662536146682	0.0	0.0	0	0.0	0.0	0.0	0.0	271.31628008015764	35.9554750408598	0.0	0.0	794.7864055532181	1288.5898738933856	6092.42028339649	0.0	886.4666679668178	39.149344256313576	5509.679995223236	332.96962959792467	0.0	0	1924.941450980827	0.0	350.0942055454977	0.0	0.0	0.0	1123.4924977664969	0.0	36571.66740680756	0.0	62.42307916070422	47826.99346261652	0.0	0	0.0	53.11005244129066	0.0	0.0	0	0.0	801.6697381988841	191.7461710207109	162.97424373160317	0.0	113.19392972649177	1938.2248961111457	0.0	0.0	0	0.0	0.0	0.0	626.8462270983381	0.0	0.0	56.5122301696418	0.0	478.13051597690674	1530.725857311214	16832.87153077635	923.7510176931971	0.0	36.28487311941853	0.0	0.0	22.753926884078616	98.18926717667809	237.2232806246399	0.0	0.0	0.0	0.0	0.0	0.0	37.15677819521354	0.0
Cluster 109|ere(B)_2_X03988|macrolide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	9.430944273012408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 110|cmlA1_1_M64556|phenicol	5.904771648478664	0.0	12.898704966888783	0.0	89.60258404970641	0.0	0.0	0.0	175.7091413475476	0.0	0.0	0.0	0.0	0.0	0.0	1165.4830912148452	0.0	0.0	0.0	0.0	4.687779072567542	0.0	0.0	0.0	88.65397356258724	0.0	0.0	0.0	0.0	0.0	38.418543701681934	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	83.3222674344528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	73.67163919780307	0.0	0.0	0.0	0.0	90.72477591090913	0.0	0	0.0	0.0	12133.998121746334	0.0	0	0.0	0.0	0.0	0.5937130919184086	0.0	0.0	17.109173105646935	0.0	0.0	0	0.0	0.0	0.0	0.0	143.47802398319624	0.0	0.0	0.0	0.0	987.6417567707729	20.44064545328033	28.231734849874055	0.0	0.0	0.0	1.4240700185151745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.26827490664533	0.0	0.0	0.0
Cluster 111|tet(V)_1_AF030344|tetracycline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	5.930410493555359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 112|ere(A)_6_DQ157752|macrolide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	23.244672367582695	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.777010126262747	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.835516481824385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 113|mdt(A)_1_X92946|macrolide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.51624785928144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 114|cfr(C)_1_KX686749|phenicol	0.0	0.0	1.441064108022373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.897668127975079	0.0	0.0	0.0	0.0	0.0	0.0	195.1041533763593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.803887281473676	0	0.0	0.0	0.0	0.0	13.400446788322206	0.0	1.5845708602869717	0.0	18.828033206674142	79.57961262735373	3.5359159942531173	0.0	0.0	0.0	0.0	9.876864800924338	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	10.983840950857441	0.0	0.0	368.9070189603533	0.0	0.0	0.0	4.655603855666083	2.641459632978799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5139312692491735	4.204258751410365	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 117|mdf(A)_1_Y08743|macrolide	207.90440469661823	2079.0391432284982	996.1991410281722	683.8724227343278	87.52133430607965	20.464828286583888	2.437785775074863	9166.49425330151	1440.5246417965354	0.0	0.0	554.8705814169341	5384.858422678932	21.849068480343725	5.509376937510135	9947.065315832206	587.5940524646973	7156.761101946116	1162.4213635744827	6740.0850060085295	7.393782118335361	42.46542161265085	226.53511142513912	1722.9897251073396	1722.8082880634809	20.980080253002985	0.0	1032.8852334170858	123.78016148984663	0.0	511.23632086517927	0.0	0.0	1.8994417168503601	0	0.0	15.47196555310587	0.0	1531.7802776943201	4724.095229630981	0.0	5514.990134169766	888.9974918746688	885.7861095503827	202.40053713844796	8734.052267366704	0.0	4183.195648836879	19.574672128156788	2888.248117878993	0.0	3441.73875187809	0	37.7439500192319	2293.3185185274892	543.514187617347	717.9462851191784	6.867245776467016	2.808992583012388	1374.6261149143022	51.74509380186745	5080.937674578512	1343.4710345713554	0.0	841.0586611665511	1072.2757025340609	0	0.0	38.739097074823775	6261.327084856613	2301.5799170031823	0	6766.571827462001	80.26730795483196	15.038915374173403	99.0627756015627	0.0	386.1910543609719	574.4512701143893	3266.9733437091745	0.0	0	1.9843394370613427	15.724722504642607	96.99324693735569	2191.0507442539433	567.0490587797265	7070.513444974122	483.1241638032123	816.960631119122	7798.903263581622	1026.0128424392503	58.676676360004706	116.4392039109072	7717.903841938805	12.806425806853596	39.14730246165969	81.75837282769473	60.2309829284434	476.50673776917307	26.04804649996046	138.97066751174307	0.0	23.5797918239215	3148.282076249606	0.0	0.0	43.71385670025122	29.216249563801394
Cluster 118|tet(31)_1_GQ283908|tetracycline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	46.26145579038517	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.173625390645505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 119|mef(B)_1_FJ196385|macrolide	0.0	0.0	123.28071014436559	0.0	2.206692893145501	0.0	0.0	0.0	79.13139567545916	0.0	0.0	0.0	0.0	0.0	0.0	795.4205757369825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.181049192041314	0.0	0.0	4.1665173143814345	0	0.0	0.0	0.0	0.0	29.173793557006203	0.0	0.0	0.0	0.0	1.7688261824205707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.248338695267722	0.0	0.0	0.0	0.0	49.727840152443676	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1.1682741486136428	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	53.25042492683658	0.0	9.722534222734074	0.0	0.0	189.71644751055794	0.0	0.0	0.0	0.0	0.0	5.6044045889952026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 120|ere(D)_1_KP265721|macrolide	0.0	0.0	0.0	99.30457438318474	0.0	0.0	0.0	0.0	15.929047181423597	0.0	0.0	0.0	0.0	452.0476228721664	53.51966167866988	0.0	0.0	0.0	286.9096392290134	0.0	101.0043450094027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.543141702165046	0.0	0.0	0.0	0.0	0.0	0	0.0	77.23703438812375	9.691389148408138	0.0	0.0	0.0	1.9618496365457745	0.0	0.0	211.50107352657395	0.0	0.0	0.0	0.0	0.0	1395.6616617237685	13.792918147554818	0	7.33311028945077	0.0	0.0	0.0	0.0	95.5057478224212	553.7213024706306	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	68.69435531251412	0	0.0	0.0	0.0	0.0	0.0	42.04345961269694	0.0	0.0	0.0	0	0.0	0.0	0.0	6.284172702740231	2549.5614500684587	0.0	0.0	0.0	0.0	152.49712488250816	0.0	0.0	0.0	7.775329954161112	0.0	0.0	32.50560983439802	99.94264694769019	0.0	3152.5586165732107	38.16365830893337	160.66072445108418	0.0	0.0	0.0	15.924333512234373	0.0
Cluster 121|mef(C)_1_AB571865|macrolide	0.0	0.0	0.0	0.0	0.0	27.83216646975409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986357964656337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.3348635639987854	0.0	1743.6603565336031	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	47.71015128888974	0.0	0.0	0	0.0	0.0	0.0	0.8797841783836323	0.0	0.0	0.0	0.0	0.0	212.6903296474529	19.9500699624016	295.6003256618231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 122|tet(33)_1_AY255627|tetracycline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.74842212986411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	11.505752013075137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	6.48422699625236	0.0	0.0	0.0	0.0	98.86733980345173	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	53.67392020000096	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1463.051661514297	159.6005596992128	79.1786586594169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 123|tet(40)_1_FJ158002|tetracycline	5106.117733183012	6483.351073297104	2321.2922663680392	2077.1533898648763	0.0	569.2943141540609	212.86302154176417	0.0	1796.7241173046662	97.4808263987748	2302.866031920026	1195.7445364075263	0.0	187.01580293664838	4372.191452363157	3325.8828332600697	0.0	49.67943598737606	783.6231420481879	29.836826070445483	2638.151871972864	48.69202302213045	506.63468757099514	0.0	0.0	183.7346422156928	2131.004587089545	2.956068849846879	2746.4728039662723	437.9926400431857	642.5265822546805	258.97343791075775	220.23383371341288	1814.1395161118076	0	0.0	7508.122920225376	672.2299927486736	67.88333998471539	567.2976765312388	2595.3315620402436	6.242248843554737	2260.7646654840664	3069.475420147899	10490.666884366075	262.91496075117385	918.9854806581851	232.80942795088143	3023.3970859762167	316.83572065554335	125.20758798930225	3080.836353503835	0	632.3141008676414	1031.5815675856027	5695.115365077027	6.624199102863518	0.0	1497.703772669787	337.04774932994906	4558.272354000869	198.5474811312737	0.0	1435.730820696197	8783.405802562422	0.0	0	0.0	4237.216547497881	0.0	1297.6330850421327	0	0.0	7508.094530675042	875.4471646602153	546.5398880696187	1045.6258071244793	6273.001778297216	2188.9742707828673	0.0	161.30350932836632	0	0.0	8716.261334997653	0.0	582.8570181791565	46.71971243580945	2.3484111631705855	95.89954210605882	0.0	3102.071172701726	1069.3108859685992	22.670534048183637	3721.996795315771	5.843459520823744	6036.483437139627	1247.8202659654028	49.35697223262821	1636.2141968460169	229.85214816358734	3585.6658295627385	506.017850643654	11.65726290163783	1811.9521848533618	8.626820647363523	0.0	124.07172636129637	2594.2186958112725	2223.7549952084287
Cluster 124|mef(A)_3_AF227520|macrolide	2.3696780957710426	1344.2615486148638	59.15947390828689	2316.046274859082	0.0	146.48508668291626	298.8212142183871	32.42593616779798	619.1369128148067	135.44704299619235	0.0	37.00346472999495	0.0	45.11346123471781	9.858885046070768	490.07509892665024	0.0	258.8560085658016	0.0	0.0	18.192595475377797	149.53019426933423	58.46807025648833	1211.7676406234816	6.327832706135852	5256.062210752327	3.07282564829062	18.82549109639328	45.70662604721154	9780.737901716253	94.33215750553482	0.0	0.0	329.70309379855195	0	0.0	0.0	2513.6403012292267	7.485882103577637	38.07947790598704	5495.51050098194	17.346880996825796	42.08565124441484	55.276498130580954	1089.4572841987751	84.99254675632389	3182.9312446434465	20.736062408580533	57.69377048298843	3798.104985691219	6769.320364409483	0.0	0	156.6969882903691	8.531877626647843	312.15830091982457	7.670125276999863	0.0	296.57048008015	496.7019463809776	3333.4734112360925	554.4576717659718	0.0	3758.5264505181913	385.3907611814385	0.0	0	52.377912716084424	9295.936336776644	0.0	0.0	0	55.64127933672543	439.8859705682567	349.85266291498124	22.873578067593424	0.0	23.830300995050898	360.9649604093632	1.6435655961722908	3201.81401975103	0	0.0	3395.436571704232	0.0	15.048939893404237	0.0	8.157638777329401	170.52813314348055	0.0	649.8242855382343	195.05094026680288	459.3766109763526	204.89214302217528	0.0	11.458380985079534	35.02653378148499	6.858021404954657	59.878754958101624	25.839280835967916	13.3177982105061	150.7177893269303	51.74188621253283	2.344189830448336	0.0	20.985207077156485	79.01409941956243	809.6266406746529	10351.778529658472
Cluster 125|mef(A)_4_HG423652|macrolide	329.38525531217493	255.59902684930512	220.86203592427108	943.8100662200472	0.0	0.0	111.2400140521003	30.26420708994478	271.4225802624152	250.37180675053736	0.0	30.836220608329125	28.98063891904767	96.24205063406467	566.8858901490692	2008.7028746129367	51.86692839787509	1252.4447283133227	49.37976118885824	5.3150621340064825	148.84850843490923	31.867090581989263	54.57019890605578	676.2712345165216	4815.480689369383	600.6928240859802	507.01623196795236	7213.585906481608	186.3423985001701	1707.7478876012503	156.62697849975592	38.38258953456283	0.0	129.16203674582448	0	0.0	230.7222933357893	378.4742499009915	1285.0764277808278	19.03973895299352	1506.3451648697053	10256.34338937325	730.1860490905975	1519.356718886509	441.554872801093	64.9033993411928	616.051208640667	186.6245616772248	90.6616393304104	490.9482296845184	1840.0953214622152	660.6081849618361	0	313.3939765807381	584.4336174253772	494.25064312305557	690.3112749299877	30.721888999984017	135.71869427396697	863.3152877574134	401.25142913027037	2249.385188709105	317.35938972171925	689.9392959867309	425.9582097268531	343.5208200337953	0	17179.95537087569	409.2269303897343	190.47385201798994	117.21806889891607	0	54.3164869715653	59.249947056132534	134.55871650576205	34.310367101390135	4.568772146323444	33.36242139307126	156.94128713450573	64.09905825071934	827.1352884356827	0	13.02005174492881	187.59318075713986	9.702495443880629	2123.058135731029	104.91444196111595	54.384258515529346	186.39121529636242	777.6221012891979	72.62742014839088	1649.4525166040505	511.87679508793576	48.618474615431424	60.894999217005335	11.458380985079533	61.296434117598736	393.1932272174003	74.24965614804601	2.583928083596792	1851.1739512603478	152.60176169351692	62.990122345692136	4.688379660896672	968.9281716565135	10355.392569227603	28.73239978893179	97.78099525056194	1150.197614406497
Cluster 126|tet(E)_1_Y19116|tetracycline	0.0	0.0	0.0	0.0	306.0334617599155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0100854430860275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.6156881189084285	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.83648912089918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 127|floR_1_AF071555|phenicol	0.0	0.0	23.417291755363564	0.0	25.652804882816447	86.97552021798153	0.0	0.0	405.94181176409194	0.0	0.0	3.661801197239084	0.0	0.0	0.0	14.369485925318449	0.0	0.0	1323.0303984155416	0.0	0.0	0.0	0.0	0.0	644.7270548464165	0.0	0.0	0.0	0.0	0.0	147.9501998612751	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	22.609690006679806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.813209291216827	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2036.3301522017755	0.0	0.0	0.0	0.0	43.35646063291183	0.0	0	0.0	0.0	0.0	0.0	0	0.0	4.264200735100448	0.0	2.2635311629389325	0.0	0.0	55.910333541667654	0.0	0.0	0	0.0	0.0	5.120761484270331	0.0	1107.646515665649	0.0	7.0640287712052245	0.0	0.0	1022.1623323492646	155.85992158126248	783.5388096504796	0.0	0.0	0.0	10.858533891178206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30107.113388089303	0.0	0.0	0.0
Cluster 128|tet(B)_1_AP000342|tetracycline	19.295950208421345	359.7319637138368	240.86357234088234	28.783934603821663	102.61121953126579	0.0	0.0	61984.80194148322	151.32594822352416	0.0	0.0	0.0	0.0	0.0	26.75983083933494	5870.961392344395	2450.8807659177733	333.5619273438107	0.0	43.27979166262421	8.978164000835795	0.0	10.579936522602651	0.0	14533.946954672998	0.0	116.76737463504357	543.4943728218476	0.0	0.0	4.831026934245719	0.0	0.0	0.0	0	0.0	25.049848990742838	0.0	1838.8534681573924	103.35858288767912	0.0	22886.937859943006	45.692992779650396	0.0	11.750059640365219	0.0	0.0	0.0	0.0	102.5056743297346	8.648561807738302	441.3733807217542	0	43.99866173670462	12609.505712355036	0.0	499.65387518741966	0.0	0.0	64.19957130094268	0.0	110.11877104759719	11.800055586521852	0.0	264.26795052441497	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	20.695142061155956	0.0	0.0	1980.8232454762256	0.0	0.0	0	0.0	0.0	0.0	34.562949865071275	0.0	0.0	43.056937272108044	0.0	13.833794313979217	2946.3595448997803	0.0	94.26030792787725	0.0	0.0	0.0	24.819506036978755	156.02692720511052	35.06759542024217	0.0	0.0	0.0	0.0	15291.655798926655	0.0	0.0	21.232444682979164	0.0
